survey_date,response_date,total_spend,spend_reported,seating_segment,member_segment,feedback,has_feedback,primary_theme,sentiment
40:57.0,41:03.0,148.58,true,General,YES,Please make sure that all lights are turned on in the womenâ€™s restroom,true,Restrooms,neutral
40:57.0,04:22.0,922.72,true,Premium,YES,"the food line was NOT good where are the people working the counters??
also, the founder club fridge ran out of water as well as poke",true,Food and beverage,
26:53.0,10:46.0,,false,Unknown,UNKNOWN,My daughters and I had an amazing time at BMO,true,Other / unclassified,positive
26:53.0,39:01.0,,false,Unknown,UNKNOWN,LA is Black and Gold Baby,true,Other / unclassified,positive
33:06.0,40:44.0,,false,Unknown,UNKNOWN,great fun!,true,Other / unclassified,positive
40:57.0,48:16.0,,false,Unknown,NO,Drinks are expensive!,true,Other / unclassified,negative
40:57.0,43:30.0,,false,Unknown,YES,the food was not as good this time as previous days.,true,Food and beverage,negative
33:06.0,23:32.0,,false,General,UNKNOWN,This was a great game! AC showed up to play!!,true,Other / unclassified,positive
33:06.0,43:28.0,,false,General,UNKNOWN,Why don't you sell Jun Endo home jersey?,true,Other / unclassified,neutral
33:06.0,37:47.0,,false,Unknown,UNKNOWN,"We love the experience.  The stadium was great, interesting food choices and the team is solid.  We also loved the energy of the fans",true,Food and beverage,
26:53.0,51:05.0,,false,Unknown,UNKNOWN,When is Free Play going to open up?? I miss going there before and after games,true,Other / unclassified,neutral
40:57.0,00:55.0,,false,Unknown,NO,I'm from Arizona had great experience sitting in the 3252 section,true,Other / unclassified,positive
33:06.0,12:15.0,,false,General,UNKNOWN,See yâ€™all next year,true,Other / unclassified,neutral
40:57.0,39:15.0,542.58,true,Premium,YES,Improve the food and food service in the Founders Club,true,Food and beverage,negative
40:57.0,14:07.0,,false,Unknown,NO,"First game, we had a great time.",true,Other / unclassified,
40:57.0,38:08.0,134.44,true,General,YES,Parking was a lot smoother this past Saturday. Maybe it was due to the fan fest that was being hosted and lots of fans got there early.,true,Parking and transportation,positive
40:57.0,52:01.0,,false,Unknown,NO,"Saturday was my first time at the stadium. I was given no advanced notice of the bag policy. I took an Uber so I couldn't leave it in the car. It was a nightmare. Perhaps adding a note on the ticket that says something like, ""Please review our bag policy before attending."" Or the email where I retrieved the ticket could have said something.",true,Parking and transportation,negative
40:57.0,17:27.0,414.76,true,Premium,YES,More bartenders for shorter lines.,true,Queues and wait times,positive
33:06.0,25:30.0,,false,Premium,UNKNOWN,BEST FOOD SO FAR THIS SEASON! Also the chicken teriyaki from some matches ago!! Thank you!,true,Food and beverage,positive
26:53.0,23:47.0,,false,Unknown,UNKNOWN,No,false,Other / unclassified,negative
26:53.0,19:29.0,,false,Unknown,UNKNOWN,I am already a season ticket member through Michael Eisenberg's account.  We share the 4 seats,true,Other / unclassified,neutral
40:57.0,58:14.0,1622.67,true,Premium,YES,You guys are great. I would go to fan fest if I didnâ€™t have food in the Fields club.,true,Food and beverage,positive
40:57.0,30:31.0,526.52,true,General,YES,All good.  Thanks.,true,Other / unclassified,positive
26:53.0,20:13.0,,false,Unknown,UNKNOWN,PLEASE...At every concession stand and in the walking area where there is a TV - BROADCAST THE GAME. Most food lines are long and half time is short. If people can easily see the game you may get 10 minutes more peak seeling which is more revenue and more people happy to purchase food or beverage. You are leaving money on the tableemOTS FOO,true,Food and beverage,positive
40:57.0,51:07.0,268.65,true,General,YES,No,false,Other / unclassified,negative
33:06.0,52:12.0,,false,General,UNKNOWN,"I think playing some Blackpink music would be a nice touch since they will be performing at the Banc in November and their name matches team colors. Recommended songs to use: â€œHow You Like Thatâ€, â€œDDU-DU DDU-DUâ€",true,Other / unclassified,positive
26:53.0,28:34.0,,false,Unknown,UNKNOWN,My son is now officially a hardcore LAFC FANATIC! Thank you,true,Other / unclassified,positive
40:57.0,07:54.0,,false,Unknown,NO,"Excellent in-person fan experience. My friend (40-ish tech professional and dad) attended for the first time and afterward said â€œIâ€™m hooked.â€ ðŸ‘ðŸ»
Consider giving fans more advance awareness of the clubâ€™s community work outside the stadium on non-game days (blood drives, food giveaways etc.). It seems I only hear about those after theyâ€™re over.",true,Food and beverage,
26:53.0,49:34.0,,false,Unknown,UNKNOWN,I would like to be contacted about season ticket membership,true,Other / unclassified,neutral
26:53.0,12:32.0,,false,Unknown,UNKNOWN,I had a great timeâ€¦,true,Other / unclassified,positive
40:57.0,54:52.0,147.94,true,Supporters Section,YES,"LAFC fans throughout the stadium appreciate how hard the 3252 works to support the team and create a great atmosphere in stadium.  So why does somebody insist on drowning the out with recorded music blasted through the PA system?  For example, after Vela scored the winning goal last Suturday everone would have preferred to listen to the roar of the crowd and the 3252â€“ instead we were deadened and drowned out by crappy pop music as soon as the goal was scored.  We know the Banc has an expensive PA system but that is not why we are all there.  The reason LAFC has been so successful is the organic nature of the fan support, which you cannot buy, so why diminish it?
Also, there is very limited space to tailgate and the fanfest used too much of it.  I understand you need a place for corporate partners, but the more people equals more audience for the sponsors so it is a good idea to maximize room for families to tailgate.  I brought 11 people this week and we had a great tailgate but if you expand the fanfest im mot sure it will be possible   

Thank you!",true,Fan atmosphere and connection,negative
33:06.0,54:46.0,,false,General,UNKNOWN,I have loved the season but as a season ticket holder I have not felt a personal connection from the club. As far as season tickets are concerned it seems to be all about numbers and I feel like a number.,true,Other / unclassified,negative
33:06.0,48:04.0,,false,Unknown,UNKNOWN,WE are a player's parents so the seating questions don't apply.,true,Fan atmosphere and connection,neutral
33:06.0,51:08.0,,false,Supporters Section,UNKNOWN,I wish certain tix werenâ€™t as expensive,true,Other / unclassified,negative
26:53.0,10:25.0,,false,Unknown,UNKNOWN,Add new restaurants inside the stadium,true,Other / unclassified,neutral
33:06.0,07:03.0,,false,General,UNKNOWN,Would love to be at a stadium that allowed for parking lot tailgating. We had so much fun going down to the San Diego game and hanging with other fans before the game!,true,Parking and transportation,positive
33:06.0,33:28.0,,false,Premium,UNKNOWN,Maybe some more high top tables at the field club level bar and buffet area,true,Food and beverage,neutral
40:57.0,10:35.0,,false,Unknown,NO,Sell Cotton Candy for kids,true,Other / unclassified,neutral
40:57.0,22:04.0,193.08,true,General,YES,Have more vendors in the isles.,true,Other / unclassified,neutral
26:53.0,04:30.0,,false,Unknown,UNKNOWN,"Nah, just go LAFC and letâ€™s fxck up the crew on Saturday",true,Other / unclassified,
57:48.0,00:17.0,79.5,true,General,UNKNOWN,More bars and remove furniture when crowded event. The furniture was in the way in such a large crowd. Not open,true,Fan atmosphere and connection,negative
00:18.0,10:00.0,379.83,true,General,UNKNOWN,More options for import beer. More/better food options. Stop asking for vax cards or negative tests.,true,Food and beverage,neutral
28:03.0,43:14.0,848.0,true,Floor/Pit,UNKNOWN,Tighten security. My debit card was stolen from my car,true,Staff and service,negative
00:18.0,10:05.0,259.88,true,General,UNKNOWN,Need more experiences to make suggestion. Im a wheelchair user.,true,Other / unclassified,neutral
28:03.0,06:55.0,199.0,true,General,UNKNOWN,I was using my still camera to take photos and a security told me to put it away even though your policy clearly stated I can use it. I was quite disappointed at that,true,Staff and service,negative
10:37.0,03:38.0,165.6,true,General,YES,,false,Other / unclassified,
28:03.0,05:18.0,178.5,true,General,UNKNOWN,Please improve on parking. Stop saying you have parking tickets space when you donâ€™t at all. Thatâ€™s scamming.,true,Parking and transportation,negative
57:48.0,16:23.0,119.0,true,General,UNKNOWN,"Open up more food vendors for the concert. Many were closed/only selling drinks. Find a way to lessen lines for beer as well. Wanted to buy, but line was too long.",true,Queues and wait times,negative
28:03.0,17:14.0,399.0,true,General,UNKNOWN,Need a better drop off and pick up area.,true,Other / unclassified,negative
00:18.0,44:37.0,399.8,true,General,UNKNOWN,Need for more restrooms was the biggest set back of the entire event. Using the restroom was a complete atrocity. I would give this 0 stars if I was asked,true,Restrooms,negative
00:18.0,23:02.0,299.9,true,General,UNKNOWN,Bag check was fast but annoying we had to do that. Improbe bag search and let us bring our bags in,true,Other / unclassified,negative
28:03.0,59:46.0,779.0,true,Floor/Pit,UNKNOWN,"Exit from the floor after sound check was poorly organized and resulted in long lines for restrooms, food, and merch.",true,Queues and wait times,negative
00:18.0,48:11.0,310.0,true,Floor/Pit,UNKNOWN,"The bathroom lines and hallway congestion was outrageous, a complete mess",true,Queues and wait times,negative
00:18.0,19:35.0,299.88,true,Floor/Pit,UNKNOWN,Improve Parking availability,true,Parking and transportation,neutral
00:18.0,23:57.0,159.9,true,General,UNKNOWN,"Food /bev vending was awesome-lots to choose from. The bathrooms(mens) were DISGUSTING, filthy-urine, vomit and feces almost wall to wall.",true,Food and beverage,
00:18.0,51:47.0,299.88,true,General,UNKNOWN,someone to control cars lined up to get into parking structures. They can stopped cars that block traffic lights. they can screen out people without prepaid parking driving up to the lots . Those people held up the traffic on the streets  by asking where else they can park instead and having to go in the lot and turn around to leave. People could be checking or telling people in cars on the street this a prepaid lot only. also do some traffic control with the lights.,true,Parking and transportation,neutral
09:50.0,17:27.0,119.0,true,General,UNKNOWN,There were a lot of people with flour seats that left their seats to stand at the barricades and embed up blocking the view of people who paid to sit there and even though i personally wasn't affected i would all like there to be order and safety when it comes to keeping people in their assigned seating,true,Other / unclassified,negative
